RowNumber,CustomerId,Surname,Geography,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6991,15648725,Sinclair,France,Male,660,41,3,0,2,1,1,108665.89,stay
6992,15752801,Bradshaw,Germany,Male,518,29,9,125961.74,2,1,0,160303.08,leave
6993,15808175,Castiglione,France,Female,557,39,7,49572.73,1,1,0,115287.99,leave
6994,15681342,Hurst,France,Female,639,35,1,103015.12,2,1,1,139094.12,stay
6995,15589210,Adamson,France,Female,557,24,4,0,1,0,0,20515.72,stay
6996,15696826,James,France,Female,633,32,1,104001.38,1,0,1,36642.65,stay
6997,15614962,Pavlova,Spain,Female,623,50,2,87116.71,1,1,1,104382.11,stay
6998,15689061,Davey,France,Male,611,68,5,82547.11,2,1,1,146448.01,stay
6999,15640074,Barrett,Spain,Female,666,47,5,0,1,0,0,166650.9,leave
7000,15776156,Dolgorukova,France,Male,521,27,4,121325.84,1,1,1,164223.7,leave
7001,15739548,Johnson,France,Male,775,28,9,111167.7,1,1,0,149331.01,stay
7002,15662854,Manna,Germany,Male,681,48,5,139714.4,2,0,0,73066.72,stay
7003,15687688,Hou,Germany,Female,564,32,10,139875.2,2,1,0,15378.23,stay
7004,15715750,Okeke,Germany,Female,646,44,2,113063.83,1,0,0,53072.49,leave
7005,15571121,Kodilinyechukwu,France,Female,670,50,8,138340.06,1,0,1,3159.15,stay
7006,15726466,Esposito,France,Male,751,43,1,114974.24,1,1,0,125920.54,stay
7007,15660390,Boyle,France,Female,544,33,6,0,2,1,1,124113.04,stay
7008,15663942,Hsiung,France,Female,639,38,5,0,2,0,0,93716.38,stay
7009,15638610,Kennedy,Germany,Female,635,65,5,117325.54,1,1,0,155799.86,leave
7010,15644446,Norton,France,Female,672,28,6,0,1,0,1,8814.69,stay
7011,15585892,Zakharov,France,Female,639,35,8,0,1,0,0,164453.98,stay
7012,15609356,Chimaraoke,France,Female,697,25,1,0,2,0,0,87803.32,stay
7013,15803378,Small,Spain,Male,850,44,8,0,2,1,1,183617.32,stay
7014,15599440,McGregor,France,Female,748,34,8,0,2,1,0,53584.03,stay
7015,15692408,Brown,Spain,Female,463,35,2,0,2,1,1,1950.93,stay
7016,15683168,Frederickson,France,Female,572,30,6,0,1,0,1,175025.27,stay
7017,15790254,Wood,Spain,Male,741,50,1,78737.61,1,1,1,13018.96,stay
7018,15767729,Smith,Spain,Male,646,25,5,182876.88,2,1,1,42537.59,leave
7019,15768600,Harris,Germany,Male,805,50,9,130023.38,1,1,0,62989.82,leave
7020,15699839,Hall,France,Male,637,36,2,152606.82,1,1,1,71692.8,stay
7021,15786237,Pickworth,France,Male,651,28,7,0,2,1,0,823.96,stay
7022,15694530,Porter,France,Male,672,28,4,167268.98,1,1,1,169469.3,stay
7023,15796813,Storey,France,Male,493,54,3,167831.88,2,1,0,150159.95,leave
7024,15605791,Li,Germany,Male,524,29,9,144287.6,2,1,0,32063.3,stay
7025,15714087,McGill,Germany,Female,624,45,5,151855.33,1,1,0,68794.15,stay
7026,15711446,Sinclair,Spain,Female,569,51,3,0,3,1,0,75084.96,leave
7027,15588123,Horton,France,Female,677,27,2,0,2,0,1,114685.92,stay
7028,15748552,Sal,Germany,Male,464,37,4,155994.15,1,0,0,143665.44,stay
7029,15618410,Murray,Germany,Male,718,26,7,147527.03,1,0,0,51099.56,stay
7030,15672432,Giles,France,Female,594,53,4,0,1,1,0,5408.74,leave
7031,15610042,Brown,France,Male,574,33,8,100267.03,1,1,0,103006.27,stay
7032,15580914,Okechukwu,Spain,Male,478,48,0,83287.05,2,0,1,44147.95,leave
7033,15583680,White,Spain,Male,615,41,4,0,1,0,1,149278.96,stay
7034,15813718,Kirillova,Spain,Male,651,45,4,0,2,0,0,193009.21,stay
7035,15767264,Lawson,Germany,Male,465,53,1,117438.17,1,0,0,74898.8,leave
7036,15686461,Sarratt,France,Female,558,56,7,121235.05,2,1,1,116253.1,stay
7037,15678882,Hay,Germany,Male,540,37,3,129965.18,1,0,0,19374.08,stay
7038,15789611,Lin,Germany,Male,568,46,8,150836.92,1,0,0,64516.8,leave
7039,15668679,Ozerova,France,Male,630,31,0,0,2,1,1,34475.14,stay
7040,15631685,Lambert,Germany,Male,523,60,1,163894.35,1,0,1,57061.71,stay
7041,15655658,Bulgakov,France,Female,678,48,2,0,2,1,1,32301.88,stay
7042,15753591,He,France,Male,438,38,2,0,2,1,0,136859.55,stay
7043,15617348,Uchechukwu,France,Male,544,44,1,0,2,0,0,69244.24,stay
7044,15704581,Robertson,Germany,Male,595,34,2,87967.42,2,0,1,156309.52,stay
7045,15738487,Leworthy,France,Male,678,26,3,0,2,1,0,4989.33,stay
7046,15648069,Onyemachukwu,France,Female,850,36,6,0,2,1,1,190194.95,stay
7047,15737627,Rivero,Germany,Female,589,20,2,121093.29,2,1,0,3529.72,stay
7048,15731586,Lai,Spain,Female,785,31,2,121691.54,2,0,0,81778.72,stay
7049,15757467,Feng,Spain,Male,563,57,6,0,2,1,1,39297.48,stay
7050,15597709,Hornung,France,Female,602,39,6,154121.32,2,1,0,176614.86,leave
7051,15720529,Schiavone,France,Male,591,29,6,0,2,1,1,108684.65,stay
7052,15596797,Barnet,Spain,Male,643,43,1,0,2,1,1,145764.4,stay
7053,15681755,Dennys,France,Female,605,32,5,0,2,1,1,42135.28,stay
7054,15815271,Ritchie,Germany,Male,755,43,6,165048.5,3,1,0,16929.41,leave
7055,15682860,Lo,Spain,Male,769,38,6,0,2,0,0,104393.78,stay
7056,15621546,Yuriev,France,Female,620,33,9,127638.35,1,1,1,192717.57,stay
7057,15705918,Howarth,France,Male,725,31,8,0,2,1,1,59650.42,stay
7058,15684512,Gibson,Germany,Female,818,72,8,135290.42,2,1,1,63729.72,stay
7059,15671769,Zikoranachidimma,France,Female,624,71,4,170252.05,3,1,1,73679.59,leave
7060,15642934,Mason,Germany,Female,669,35,4,108269.2,2,1,0,174969.92,stay
7061,15594305,Rizzo,France,Female,712,32,1,0,2,1,0,1703.58,stay
7062,15789201,Thomson,Germany,Female,603,35,9,145623.36,1,1,0,163181.62,stay
7063,15706762,Ignatyev,France,Female,597,41,4,145809.53,2,1,1,52319.26,stay
7064,15766183,Ferguson,Germany,Male,580,76,2,130334.84,2,1,1,51672.08,stay
7065,15777994,Woods,France,Female,718,39,3,0,2,1,1,145355.11,stay
7066,15568162,Sung,Spain,Male,527,53,8,0,1,1,1,51711.57,stay
7067,15680643,Lo,Spain,Female,729,42,1,0,2,1,1,149535.97,stay
7068,15761854,Burn,France,Female,746,24,4,0,1,0,1,94105,stay
7069,15730793,Russell,Germany,Female,699,54,3,111009.32,1,1,1,155905.79,leave
7070,15692137,Jen,France,Female,759,46,2,0,1,1,1,138380.11,stay
7071,15608595,Lo Duca,France,Female,748,39,3,157371.54,1,0,1,97734.3,stay
7072,15709459,Oluchi,Spain,Female,698,63,5,0,1,1,1,173576.71,stay
7073,15775750,Yao,France,Male,686,37,9,134560.62,1,1,0,27596.39,stay
7074,15585855,Gould,France,Male,679,40,1,0,1,1,1,16897.19,stay
7075,15752139,Salter,Germany,Male,682,36,5,72373.62,2,1,0,36895.99,stay
7076,15768295,Warner,France,Female,778,34,7,109564.1,1,0,1,113046.81,stay
7077,15766906,Salier,France,Female,742,25,4,132116.13,2,1,0,129933.5,stay
7078,15725776,Lazar,Germany,Male,649,24,7,101195.23,1,0,0,133091.32,stay
7079,15682576,Onyenachiya,France,Male,763,67,1,149436.73,2,0,1,106282.74,stay
7080,15704081,Findlay,Germany,Male,595,30,9,130682.11,2,1,1,57862.88,stay
7081,15719940,Gibbons,Germany,Female,628,51,10,115280.49,2,0,0,12628.61,leave
7082,15672894,McCawley,France,Female,625,36,8,129944.39,2,0,0,198914.8,stay
7083,15667451,Taylor,France,Male,733,36,5,0,2,1,1,109127.54,stay
7084,15636767,Yang,Spain,Female,665,32,10,0,1,1,1,22487.45,stay
7085,15571415,Okwudiliolisa,Germany,Male,805,56,6,151802.29,1,1,0,46791.09,leave
7086,15575605,Napolitano,France,Male,725,38,6,0,2,1,1,158697.28,stay
7087,15649160,Vavilov,France,Female,554,38,3,138731.95,1,1,1,194138.36,stay
7088,15615832,Teague,Spain,Female,675,35,8,155621.08,1,0,1,35177.31,stay
7089,15600975,Chiemenam,France,Female,556,54,4,150005.38,1,1,0,157015.5,leave
7090,15690772,Hughes,Spain,Female,635,48,2,0,2,1,1,136551.25,stay
7091,15565714,Cattaneo,France,Male,601,47,1,64430.06,2,0,1,96517.97,stay
7092,15763108,Davis,Germany,Male,600,53,7,106261.63,1,1,0,93629.66,leave
7093,15723884,Nekrasova,Spain,Male,758,40,3,0,2,0,0,96097.65,stay
7094,15644453,Loggia,Germany,Female,606,41,4,132670.53,1,1,0,156476.36,leave
7095,15655464,Combes,France,Female,640,67,3,0,1,0,1,42964.63,stay
7096,15783883,Onwuka,Germany,Female,753,38,1,117314.92,1,1,0,122021.33,leave
7097,15787693,Kharlamov,Spain,Male,559,38,3,145874.35,1,1,0,56311.39,leave
7098,15664793,Scott,Spain,Female,754,50,7,146777.44,2,0,1,150685.52,stay
7099,15642391,Lettiere,Germany,Male,621,51,4,109978.83,1,0,0,177740.58,leave
7100,15756538,Osonduagwuike,France,Female,654,37,5,0,1,0,1,71492.28,stay
7101,15668830,Wan,Spain,Male,650,24,8,108881.73,1,1,0,104492.83,stay
7102,15796569,Donaldson,Spain,Female,831,44,10,0,1,0,1,47729.33,stay
7103,15677112,Chukwufumnanya,France,Male,519,39,2,112957.26,2,1,0,97593.16,stay
7104,15815040,Ma,Germany,Female,552,42,8,103362.14,1,0,1,186869.58,leave
7105,15590434,Alexander,Spain,Male,577,41,4,89015.61,1,0,1,135227.23,stay
7106,15597536,Nkemjika,Spain,Male,576,45,5,133618.01,1,0,0,135244.87,stay
7107,15723989,Carroll,France,Male,646,40,5,93680.43,2,1,1,179473.26,stay
7108,15767358,Obioma,Germany,Female,711,45,1,97486.15,2,1,0,50610.62,stay
7109,15594812,Campbell,Spain,Female,806,37,2,137794.18,2,0,1,75232.02,stay
7110,15688210,Sims,France,Female,670,39,8,101928.51,1,0,0,89205.54,stay
7111,15681509,McKay,Spain,Female,679,28,9,0,2,0,1,61761.77,stay
7112,15572390,Huang,Spain,Female,850,39,6,0,2,1,0,103921.43,stay
7113,15801441,Campbell,Germany,Female,670,35,2,79585.96,1,0,1,198802.9,stay
7114,15783859,Boni,France,Female,733,24,3,161884.99,1,1,1,9617.24,stay
7115,15575243,Gorbunova,France,Female,764,39,1,129068.54,2,1,1,187905.12,stay
7116,15773421,Genovese,France,Female,673,42,4,0,2,1,0,121440.8,stay
7117,15788776,Landor,Germany,Male,588,49,6,132623.76,3,1,0,36292.94,leave
7118,15765257,Meng,Spain,Male,564,31,5,121461.87,1,1,1,20432.09,leave
7119,15661412,Wardell,France,Male,715,32,8,175307.32,1,1,0,187051.23,stay
7120,15636478,Williams,France,Male,621,31,7,136658.61,1,1,1,148689.13,stay
7121,15603683,Ofodile,Spain,Female,796,23,3,146584.19,2,0,0,125445.8,stay
7122,15651868,Clark,France,Male,672,34,6,0,1,0,0,22736.06,stay
7123,15815443,Lo,Spain,Female,527,46,10,131414.76,1,1,0,54947.51,stay
7124,15682686,Chukwuemeka,France,Female,722,38,3,0,2,0,1,167984.72,stay
7125,15697460,Lai,Germany,Male,596,34,4,99441.21,2,0,1,4802.27,stay
7126,15748432,Arcuri,France,Female,746,32,4,0,2,1,1,72909.75,stay
7127,15698271,Graham,France,Female,523,26,4,0,2,1,0,185488.81,stay
7128,15808662,Krylov,France,Male,624,44,3,0,2,1,0,88407.51,stay
7129,15690372,Henry,Spain,Male,553,38,1,181110.13,2,1,0,184544.59,stay
7130,15781875,Jamieson,Spain,Male,850,33,3,100476.46,2,1,1,136539.13,stay
7131,15801473,Moore,Germany,Male,599,33,2,51949.95,2,1,0,85045.92,stay
7132,15704509,Tan,France,Male,492,35,8,121063.49,1,0,0,85421.48,stay
7133,15694666,Thornton,Spain,Male,707,48,8,88441.64,1,1,1,119903.2,leave
7134,15731166,Macleod,France,Female,743,30,1,127023.39,1,1,1,138780.89,stay
7135,15728523,Rizzo,France,Male,522,41,5,144147.68,1,1,1,14789.9,stay
7136,15788442,Chukwukadibia,Spain,Female,681,57,2,173306.13,1,0,1,131964.66,stay
7137,15689781,Ts'ai,France,Female,826,49,0,0,1,0,0,178709.98,leave
7138,15764226,Lu,Germany,Female,630,28,8,106425.75,1,1,1,20344.84,stay
7139,15809837,Kent,Germany,Female,430,66,6,135392.31,2,1,1,172852.06,leave
7140,15805212,Black,France,Female,806,67,1,0,2,0,1,103945.58,stay
7141,15716082,Chukwubuikem,Spain,Male,703,39,6,152685.4,1,0,0,183656.12,stay
7142,15643056,McMillan,Germany,Female,755,38,1,82083.52,1,0,1,10333.78,stay
7143,15654859,Ngozichukwuka,Spain,Female,612,63,2,131629.17,2,1,0,122109.58,leave
7144,15761158,Y?an,France,Female,719,54,7,0,2,1,1,125041.52,stay
7145,15577515,Sung,Germany,Female,554,55,0,108477.27,1,0,1,140003,leave
7146,15723827,Macartney,France,Male,683,30,4,114779.35,1,0,0,183171.47,stay
7147,15646594,Ali,France,Male,749,41,5,57568.94,1,1,1,61128.29,stay
7148,15712877,Morley,Spain,Male,724,36,1,0,2,1,0,52462.25,stay
7149,15598802,Martin,Spain,Male,770,30,8,0,2,0,1,50839.85,stay
7150,15699340,Okorie,France,Male,680,37,4,0,2,1,0,61240.87,stay
7151,15691150,Ku,France,Female,699,32,4,110559.46,1,1,1,127429.56,stay
7152,15608688,Andreyeva,France,Male,442,34,4,0,2,1,0,68343.08,stay
7153,15737998,Cheng,France,Male,529,46,8,0,1,0,0,126511.94,leave
7154,15735837,Hsia,Spain,Male,574,36,3,0,2,1,1,8559.66,stay
7155,15659100,Lane,France,Male,605,33,9,128152.82,1,0,0,147822.81,stay
7156,15609070,Findlay,Germany,Male,515,45,7,120961.5,3,1,1,39288.11,leave
7157,15650313,Okonkwo,Germany,Male,632,65,6,129472.33,1,1,1,85179.48,stay
7158,15627699,Pirogova,France,Male,558,32,10,105000.23,1,1,0,190019.61,stay
7159,15591010,McDonald,Germany,Male,434,55,8,109339.17,2,1,0,96405.88,leave
7160,15798895,Okonkwo,France,Female,525,59,6,55328.4,1,1,0,83342.73,leave
7161,15745375,Nnanna,Germany,Male,640,23,3,72012.76,1,1,0,161333.13,stay
7162,15775235,Ku,France,Female,690,36,6,110480.48,1,0,0,81292.33,stay
7163,15780088,Porter,Spain,Male,607,34,9,132439.99,1,1,0,177747.72,stay
7164,15649379,Somayina,France,Female,850,46,3,0,2,1,1,187980.21,stay
7165,15713983,Mao,Germany,Male,780,34,5,94108.54,2,1,0,177235.21,stay
7166,15709252,Fuller,Germany,Female,616,28,10,105173.99,1,0,1,29835.37,leave
7167,15699238,Craig,Spain,Female,618,40,8,0,2,1,0,80204.38,stay
7168,15732884,Trevisano,France,Male,676,29,7,131959.86,1,0,0,189268.81,stay
7169,15587297,Ruiz,France,Male,507,33,7,0,2,1,1,85411.01,stay
7170,15684722,Fraser,France,Male,490,34,5,122952.9,2,0,0,154360.97,stay
7171,15621244,Gallo,France,Male,678,36,0,107379.68,1,1,1,84460.18,stay
7172,15744273,Waterhouse,Germany,Male,637,30,6,122641.56,2,1,0,65618.01,stay
7173,15682540,Cremonesi,France,Female,602,33,8,0,2,1,1,112928.74,stay
7174,15636521,Feng,Spain,Female,744,30,1,124037.28,1,1,1,142210.94,stay
7175,15785339,H?,France,Female,640,50,9,117565.03,2,0,0,82559.77,stay
7176,15638983,Jara,France,Female,684,38,5,133189.4,1,0,0,127388.06,stay
7177,15654625,Wilson,Germany,Male,495,39,8,120252.02,2,1,1,10160.23,stay
7178,15697310,O'Callaghan,Germany,Female,559,28,3,152264.81,1,0,0,64242.31,stay
7179,15678210,Robson,France,Male,684,38,5,105069.98,2,1,1,198355.28,stay
7180,15575438,Pease,France,Male,613,42,7,115076.06,1,1,1,79323.61,stay
7181,15632789,Maclean,France,Male,794,30,8,0,2,1,1,24113.91,stay
7182,15621423,Lavrentyev,France,Female,736,42,7,117280.23,3,0,0,41921.06,leave
7183,15573520,Rhodes,Germany,Male,692,49,6,110540.43,2,0,1,107472.99,stay
7184,15740458,Murphy,Spain,Male,703,36,7,135095.47,1,1,0,143859.66,stay
7185,15762799,Alexander,Germany,Male,720,23,0,187861.18,2,1,1,104120.17,stay
7186,15686885,Nekrasov,Germany,Male,777,44,3,124655.59,2,0,1,79792.3,stay
7187,15565996,Arnold,France,Male,653,44,8,0,2,1,1,154639.72,stay
7188,15662152,Trevisan,France,Female,552,38,9,134105.01,1,0,0,57850.1,stay
7189,15711742,Mason,France,Female,708,34,4,0,1,1,1,62868.33,stay
7190,15701885,Tucker,France,Female,647,40,9,0,2,0,1,92357.21,stay
7191,15774262,Hobson,Germany,Male,597,52,8,83693.34,2,1,1,161083.53,stay
7192,15567839,Gordon,France,Male,501,42,9,114631.23,1,0,1,91429.74,stay
7193,15644400,Anderson,France,Male,709,44,9,128601.98,1,1,0,117031.2,stay
7194,15797246,Terry,Germany,Female,621,34,2,91258.52,2,1,0,44857.4,stay
7195,15778290,Lappin,France,Male,799,70,8,70416.75,1,1,1,36483.52,stay
7196,15708714,Santiago,France,Female,675,33,6,0,2,1,0,34045.61,stay
7197,15586183,Wallace,France,Female,561,35,5,0,2,1,0,59981.62,stay
7198,15761733,King,France,Female,707,42,10,0,2,1,1,152944.39,stay
7199,15773934,Fang,France,Male,670,33,6,88294.6,1,1,0,66979.06,stay
7200,15705343,May,Spain,Female,649,32,7,0,1,1,0,28797.32,stay
7201,15593959,Travis,France,Male,524,28,1,93577.3,1,1,1,51670.82,stay
7202,15664615,Nnachetam,Germany,Female,689,30,5,136650.89,1,1,1,41865.72,leave
7203,15671014,Zhdanova,Spain,Female,573,72,8,98765.84,1,1,1,96015.53,stay
7204,15657778,Jefferson,France,Male,657,33,1,84309.57,2,0,0,103914.4,stay
7205,15585192,Cremonesi,Spain,Male,686,39,10,136258.06,1,0,0,89199.51,stay
7206,15592914,Fang,France,Female,683,29,9,0,2,1,1,48849.89,stay
7207,15770995,Sinclair,Germany,Female,753,47,1,131160.85,1,1,0,197444.69,stay
7208,15570990,Begley,Spain,Female,520,30,4,145222.99,2,0,0,145160.96,stay
7209,15596165,Degtyarev,Germany,Male,547,25,4,98141.57,2,1,1,52309.8,stay
7210,15788131,Atkins,France,Male,653,47,6,0,1,1,0,50695.93,leave
7211,15800773,Ikenna,Spain,Female,648,28,9,102282.61,1,1,1,157891.11,stay
7212,15690153,Sun,France,Female,639,37,4,116121.84,2,0,1,181850.74,stay
7213,15638989,Lettiere,France,Female,711,25,5,190066.54,1,0,0,51345.39,leave
7214,15623210,Smith,Germany,Female,484,55,8,149349.58,3,0,0,137519.92,leave
7215,15652658,Finch,France,Male,721,36,1,155176.83,2,1,1,49653.37,stay
7216,15684440,Monaldo,Germany,Male,548,32,2,98986.28,1,1,1,55867.38,stay
7217,15730287,Ugonna,France,Male,679,41,8,147726.98,3,1,0,172749.4,leave
7218,15720353,Chiang,France,Male,553,41,1,0,2,1,0,90607.31,stay
7219,15767231,Sun,France,Male,757,36,7,144852.06,1,0,0,130861.95,stay
7220,15761554,Blackburn,France,Male,581,54,4,89299.81,1,0,0,5558.47,leave
7221,15706637,Chang,Spain,Male,718,40,9,0,2,0,0,121537.91,stay
7222,15690492,Palermo,France,Male,625,41,6,97663.16,2,1,0,57128.78,stay
7223,15694237,McEwan,Spain,Male,744,39,4,95161.75,1,1,0,19409.77,stay
7224,15729771,Davide,Germany,Male,799,31,9,154586.92,1,0,1,88604.89,leave
7225,15609823,Chieloka,Spain,Female,751,34,8,127095.14,2,0,0,479.54,stay
7226,15793366,Humphreys,Germany,Male,781,35,7,92526.15,2,1,1,173837.54,stay
7227,15614813,Cocci,Germany,Female,777,46,0,107362.8,1,1,0,487.3,stay
7228,15566495,Hanson,Spain,Female,704,24,2,0,1,1,0,35600.25,leave
7229,15707602,Macleod,France,Female,539,47,2,127286.04,2,1,1,166929.43,leave
7230,15635244,Ritchie,France,Female,716,29,6,0,2,1,1,98998.61,stay
7231,15805627,Nebechukwu,France,Male,670,37,2,0,2,1,1,54229.74,stay
7232,15607986,Nnamutaezinwa,France,Male,555,40,10,139930.18,1,1,1,105720.09,stay
7233,15799785,Ikemefuna,Germany,Female,679,30,4,77949.69,1,1,1,121151.46,stay
7234,15699963,Scott,France,Male,571,38,1,121405.04,1,1,1,154844.22,stay
7235,15624595,Chiang,Spain,Female,512,35,5,124580.69,1,1,1,18785.48,stay
7236,15629750,Artyomova,France,Male,697,35,5,133087.76,1,1,0,64771.61,stay
7237,15651460,Hsieh,Spain,Male,424,34,7,0,1,1,1,16250.61,stay
7238,15753550,Levien,France,Female,684,43,7,0,2,1,0,131093.99,stay
7239,15594133,Erskine,Spain,Male,697,62,7,0,1,1,0,129188.18,leave
7240,15772329,Fiorentino,Germany,Male,580,45,8,103741.14,1,1,0,47428.73,leave
7241,15591552,Okonkwo,France,Female,600,32,7,98877.95,1,1,0,132973.21,stay
7242,15750921,Monds,France,Male,521,37,5,105843.26,2,1,1,84908.2,stay
7243,15701687,Campbell,Spain,Male,664,44,7,77526.66,3,0,0,57338.56,leave
7244,15728906,Ibekwe,France,Male,634,77,5,0,2,1,1,161579.85,stay
7245,15670029,Marcelo,France,Female,445,33,7,0,2,1,0,122625.68,stay
7246,15763579,Castro,Germany,Female,702,36,2,105264.88,2,1,1,52909.87,stay
7247,15728010,Capon,France,Male,485,37,5,0,2,0,1,170226.47,stay
7248,15663194,Voronova,Germany,Female,582,40,3,110150.43,1,1,1,191757.65,leave
7249,15736510,Loggia,Spain,Female,605,57,2,0,3,1,0,66652.75,leave
7250,15745804,Law,France,Male,628,25,7,0,2,1,1,195977.75,stay
7251,15631451,Grant,Spain,Female,604,28,6,0,2,1,1,69056.26,stay
7252,15746995,Greco,Germany,Male,724,31,9,138166.3,1,1,0,12920.43,stay
7253,15730673,Dietz,Germany,Male,567,40,7,122265.24,1,1,0,138552.74,stay
7254,15734649,Martel,Spain,Female,779,55,0,133295.98,1,1,0,22832.71,leave
7255,15701081,Jarvis,France,Male,785,36,2,0,1,0,1,61811.1,stay
7256,15632503,Meng,France,Female,563,32,0,148326.09,1,1,0,191604.27,leave
7257,15585928,Hay,Germany,Female,821,31,2,68927.57,1,1,1,25445,stay
7258,15648681,Voronoff,France,Female,747,47,5,139914.6,4,0,1,129964.56,leave
7259,15747757,Trevascus,Germany,Female,600,58,8,118723.11,1,0,0,6209.51,leave
7260,15718921,Ho,Spain,Male,625,32,7,106957.28,1,1,1,134794.02,stay
7261,15571081,Hansen,France,Female,773,41,7,190238.93,1,1,1,57549.65,stay
7262,15734578,Craig,France,Female,726,53,1,113537.73,1,0,1,28367.21,stay
7263,15579583,Hall,Spain,Female,641,40,4,101090.27,1,1,1,51703.09,stay
7264,15622729,Sun,France,Female,649,46,2,0,2,1,1,66602.7,stay
7265,15662189,Durant,Spain,Male,434,33,3,0,1,1,1,2739.71,stay
7266,15692718,Jackson,France,Female,738,38,7,0,2,0,0,69227.42,stay
7267,15762716,Chigozie,Spain,Female,762,60,10,168920.75,1,1,0,31445.03,leave
7268,15724851,Farmer,Germany,Male,507,31,9,111589.67,1,1,0,150037.19,stay
7269,15587266,Douglas,Germany,Female,606,27,6,172310.33,1,0,1,111448.92,stay
7270,15675926,Ardis,Germany,Male,655,34,7,118028.35,1,1,0,51226.32,leave
7271,15706268,Smith,Germany,Male,697,51,1,147910.3,1,1,1,53581.14,stay
7272,15581871,Butler,Germany,Male,504,42,7,131287.36,2,1,1,149697.78,stay
7273,15666166,Pettry,France,Female,653,74,0,121276.32,1,1,1,160348.31,stay
7274,15671582,John,Spain,Male,660,38,6,109869.32,1,1,1,154641.91,stay
7275,15680901,Potter,France,Female,652,34,6,97435.85,2,1,1,104331.76,stay
7276,15642336,Shaw,France,Female,669,42,9,0,2,0,0,135630.32,stay
7277,15653147,Boyle,France,Male,594,35,2,133853.27,1,1,1,65361.66,stay
7278,15571284,Elmore,Germany,Male,756,32,0,109528.16,2,1,1,56176.31,stay
7279,15591360,Udinesi,France,Female,642,33,4,84607.34,2,0,1,60059.47,stay
7280,15810485,Sun,Germany,Male,486,37,1,101438,1,0,0,51364.56,stay
7281,15611973,Tuan,France,Male,804,55,7,0,2,1,1,118752.6,stay
7282,15735572,Lawrence,France,Male,629,59,9,113657.83,1,1,1,116848.79,leave
7283,15567860,Burrows,Spain,Female,581,44,7,189318.16,2,1,0,45026.23,leave
7284,15795690,Shao,France,Male,667,31,3,99513.91,1,1,1,189657.26,stay
7285,15706464,White,Spain,Male,667,35,4,97585.32,2,0,0,57213.46,stay
7286,15725028,Chialuka,France,Male,679,29,3,0,2,1,1,63687.06,stay
7287,15751167,Toscano,France,Female,680,43,4,0,2,1,1,58761.33,stay
7288,15633944,McKay,Spain,Male,644,32,3,136659.74,1,1,1,14187.78,stay
7289,15672637,Voronkov,France,Female,571,30,4,85755.86,1,1,0,145115.95,stay
7290,15680895,Sal,Spain,Female,627,35,7,0,1,1,0,187718.26,stay
7291,15793825,Ikechukwu,France,Male,536,39,4,0,2,1,0,27150.35,stay
7292,15611318,Kruglova,Spain,Male,599,33,4,51690.89,1,1,0,111622.76,leave
7293,15768474,Clements,Spain,Male,744,34,3,0,2,1,0,27244.35,stay
7294,15716276,Kennedy,France,Female,709,34,2,111669.68,1,1,0,57029.66,stay
7295,15623668,Johnson,Germany,Male,653,31,2,154741.45,2,0,0,25183.01,stay
7296,15696361,Chung,Germany,Male,648,31,7,125681.51,1,0,1,129980.93,stay
7297,15607988,Garland,Germany,Female,663,37,8,155303.71,1,1,0,118716.63,stay
7298,15637891,Docherty,Germany,Female,613,43,4,140681.68,1,0,1,20134.07,stay
7299,15789865,Nnaife,France,Male,620,28,9,71902.52,1,0,1,190208.23,stay
7300,15627190,Lettiere,France,Male,661,51,6,146606.6,1,1,1,68021.9,stay
7301,15788224,Sanderson,Germany,Male,669,45,1,123949.75,1,0,0,110881.56,stay
7302,15702149,Fomin,Germany,Female,767,33,1,144753.21,1,1,1,132480.75,stay
7303,15708236,Wright,France,Female,491,72,6,91285.22,1,1,1,7032.95,stay
7304,15568469,Buckley,France,Male,653,43,0,0,2,1,0,27862.58,stay
7305,15764444,Pan,Germany,Male,679,58,8,125850.53,2,1,1,87008.17,stay
7306,15794204,Manna,France,Male,687,28,7,108116.66,1,1,1,27411.19,stay
7307,15807546,Chinwendu,France,Female,837,38,2,0,2,1,1,46395.21,stay
7308,15782159,Ndubuagha,France,Male,850,28,8,67639.56,2,1,1,194245.29,stay
7309,15618703,White,Spain,Female,663,53,6,150200.23,1,0,1,151317.27,leave
7310,15793317,Hale,Spain,Female,547,22,7,141287.15,1,1,0,118142.79,stay
7311,15740487,Ross,France,Female,627,41,6,0,3,1,1,138700.75,leave
7312,15722479,Ikenna,France,Male,707,37,1,0,2,0,1,6035.51,stay
7313,15688264,Nkemdilim,France,Female,629,43,0,0,2,1,1,41263.69,stay
7314,15583067,McMillan,France,Female,687,36,4,97157.96,1,0,1,63185.05,stay
7315,15686670,Duke,France,Female,588,36,2,0,2,1,0,92536,leave
7316,15593345,Bradbury,Germany,Female,502,33,6,125241.17,2,1,1,158736.07,stay
7317,15811690,Bayley,Germany,Male,793,54,2,128966.13,1,0,0,18633.4,leave
7318,15734008,Bartlett,Germany,Male,727,59,5,152581.06,1,1,0,71830.1,leave
7319,15771856,Cremin,Spain,Female,632,32,1,0,2,1,0,19525.65,stay
7320,15762045,Gilchrist,Germany,Female,474,37,5,142688.57,2,1,1,110953.33,stay
